ID_PRO;ID_CLAS;ID_UN_MED;DESCRICAO;OBSERVACAO;ESTOQUE_MIN;PERECIVEL;QTD_EMBALAGEM
4670;254;1;BROA DE MILHO PCT C/10;;1;-1;1
4671;254;1;CARNE BOVINA MOÍDA;;1;-1;1
4672;254;1;CARNE BOVINAS TIPO CHARQUE;;1;-1;1
4673;254;1;CEBOLA BRANCA IN NATURA;;1;-1;1
4674;254;1;CENOURA LISA IN NATURA;;1;-1;1
4675;254;1;CHUCHU IN NATURA;;1;-1;1
4676;254;1;CLORIFICO EM PÓ C/100G;;1;-1;1
4677;254;1;CAMINHO EM PÓ C/100G;;1;-1;1
4678;254;1;EXTRATO DE TOMATE C/270G;;1;-1;1
4679;254;1;MACARRÃO SPAQUETI;;1;-1;1
4680;254;1;MASSA NA SOPA C/500G;;1;-1;1
4681;254;1;OLÉO DE SOJA C/ 900ML;;1;-1;1
4682;254;1;OVOS DE GALINHA C/12;;1;-1;1
4683;254;1;PÃO MASSA FINA C/500G C/ 10;;1;-1;1
4684;254;1;SALSICHA BARUNA;;1;-1;1
4685;254;1;SAL REFINADO IODADO;;1;-1;1
4686;254;1;TOMATE IN NATURA;;1;-1;1
4687;254;1;VINAGRE DE ALCOOL 500ML;;1;-1;1
4688;254;1;MAIONESE C/ 200G;;1;-1;1
4689;254;1;SALSICHA BOVINA;;1;-1;1
4690;254;1;PÃO MASSA FINA 50G C/10;;1;-1;1
4691;254;1;CAFÉ SOLUVEL REFIL C/100G;;1;-1;1
4692;254;1;EXTRATO DE TOMATE;;1;-1;1
4693;254;1;BROA DE MILHO;;1;-1;1
4694;254;1;BOLO DE OVOS 600G;;1;-1;1
4695;254;1;BOLO DE CHOCOLATE 600G;;1;-1;1
4696;254;1;BISCOITO SALGADO DIET 400G;;1;-1;1
4697;254;1;BISCOITO DOCE TIPO MARIA 400G;;1;-1;1
4698;254;1;BISCOITO SALGADO 400G;;1;-1;1
4699;254;1;AÇUCAR GRANULA 1KG PINHEIRO;;1;-1;1
4700;254;1;FEIJÃO CARIOQUINHA;;1;-1;1
4701;254;1;LEITE DE COCO;;1;-1;1
4702;254;1;LEITE EM PÓ INTEGRAL;;1;-1;1
4703;155;1;PAR DE PUNHO;;1;-1;1
4704;155;1;CAMARA VIRELLI;;1;-1;1
4705;155;1;VELHA HGK;;1;-1;1
4706;155;1;PEDAL DE MARCHA;;1;-1;1
4707;155;1;RETIFICADOR DE BATERIA;;1;-1;1
4708;155;1;CABO DO FREIO;;1;-1;1
4709;155;1;BATERIA BRINDADA 5 AMP;;1;-1;1
4710;155;1;LAMEIRA;;1;-1;1
4711;246;1;ÁGUA P/ INJEÇÃO AMP. 5ML;;1;-1;1
4712;246;1;POVIDINE TOP FR 1000ML;;1;-1;1
4713;246;1;ALGODÃO HIDROFILO 500G;;1;-1;1
4714;246;1;ATAD. CREPOM 12 CM X 3M 9 FIOS C/12 UND;;1;-1;1
4715;246;1;ESPARADRAPO 10X4,5M ROLO;;1;-1;1
4716;246;1;FITA P/ AUTOCLAVE 18MMX30M;;1;-1;1
4717;246;1;ALCOOL 99,5%;;1;-1;1
4718;246;1;ALCOOL 70% FR 1000ML;;1;-1;1
4719;246;1;SERINGA 1ML C/ AG. 13X4,5;;1;-1;1
4720;246;1;SERINGA 5ML C/AGULHA 25X7;;1;-1;1
4721;246;1;AGULHA 13X4,5 C/ 100;;1;-1;1
4722;246;1;ETER SULFURICO 1000ML SUBS. ETER;;1;-1;1
4723;246;1;LIDOCAINA 2% GEL 30G;;1;-1;1
4724;246;1;HIDROSCINA + DIPIRONA AMP 5ML;;1;-1;1
4725;246;1;COMPLEXO B AMP. 2ML;;1;-1;1
4726;246;1;DIPIRONA 500MG/ML INJ. 2ML;;1;-1;1
4727;246;1;DICLOF DE SODIO;;1;-1;1
4728;246;1;KOLLAGENASE S/ CLORAFENICOL 30GR;;1;-1;1
4729;246;1;METOCLOPRAMIDA 10MG AMP 2 ML;;1;-1;1
4730;246;1;GLICOSE 50% 10ML AMP;;1;-1;1
4731;246;1;GLICOSE 25% 100ML AMP;;1;-1;1
4732;246;1;AC. TRANEXAMICO 50MG/ML INJ. SUBS. ACIDO;;1;-1;1
4733;246;1;SORO FISIOLOGICO 0,9% 500ML;;1;-1;1
4734;246;1;SORO RINGER 500ML SIST. FECHADO;;1;-1;1
4735;246;1;GAZE HIDROFILA 91 X 91 FIOS;;1;-1;1
4736;246;1;ANESTESICO LIDOSTESIM 3% C/ VASO C/50 SU;;1;-1;1
4737;246;1;LIMALHA DE PRATA 30GR SUBS;;1;-1;1
4738;246;1;LIMALHA DE PRATA 30GR SUBS LIGA DE PRATA;;1;-1;1
4739;246;1;MERCURIO VIVO K-DENT;;1;-1;1
4740;246;1;MASCARA DESC. C/ ELAST TRIPLA C/50UNID.;;1;-1;1
4741;246;1;PREDINISONA 5MG CPR;;1;-1;1
4742;246;1;AMOXICILINA 250MG SUSP 60 ML;;1;-1;1
4743;246;1;AMITRIPTILINA 25MG;;1;-1;1
4744;246;1;CEFALEXINA 250MG/5ML 60 ML;;1;-1;1
4745;246;1;PARACETAMOL 200MG 15 ML;;1;-1;1
4746;246;1;ENALAPRIL 5MG CPR;;1;-1;1
4747;246;1;ERITROMICINA 500MG;;1;-1;1
4748;246;1;SULFA+TRIMET 400MG;;1;-1;1
4749;246;1;METRONIDAZOL 250MG CPR;;1;-1;1
4750;246;1;METRONIDAZOL SUSP. 80ML;;1;-1;1
4751;246;1;ERITROMICINA 250 MG 60ML;;1;-1;1
4752;246;1;SORO REIDRATANTE ENV. 27 9GR;;1;-1;1
4753;246;1;SALBUTAMOL AER. 100MCG;;1;-1;1
4754;246;1;HALOPERIDOL 5MG CPR;;1;-1;1
4755;246;1;MICONAZOL 20MG/G CR VAG 80G;;1;-1;1
4756;246;1;METRONIDAZOL CRM VAGINAL;;1;-1;1
4757;246;1;MATILDOPA 500MG CPR;;1;-1;1
4758;246;1;PARACETAMOL 500MG;;1;-1;1
4759;246;1;DEXCLOFENIRAMINA XPE 100ML;;1;-1;1
4760;246;1;IBUPROFENO GOTAS 30ML;;1;-1;1
4761;246;1;NISTANTINA SUSP. 50ML;;1;-1;1
4762;246;1;ATENOLOL 50MG CPR;;1;-1;1
4763;246;1;AZITROMICINA 500MG CPR;;1;-1;1
4764;246;1;AC. ACETILSALICILICO 100MG;;1;-1;1
4765;246;1;SULF+TRIMET. SUSP. 50ML;;1;-1;1
4766;246;1;HIDRO DE ALÚMINIO+MAGNÉSIO 100ML;;1;-1;1
4767;246;1;METFORMINA 850 MG CPR;;1;-1;1
4768;246;1;CEFALEXINA 500MG CPR;;1;-1;1
4769;246;1;AMOXICILINA 500MG;;1;-1;1
4770;246;1;IBUPROFENO 60MG CPR;;1;-1;1
4771;246;1;ENALAPRIL 20MG CPR;;1;-1;1
4772;246;1;CIPROFLOXACINO 500MG CPR;;1;-1;1
4773;246;1;HIDROCLOROTIAZIDA 25MG CPR;;1;-1;1
4774;246;1;DIAZEPAN 5MG CPR;;1;-1;1
4775;246;1;FUROSEMIDA 40MG CPR;;1;-1;1
4776;264;1;MICRO MOTOR NX-ITRA SR DENTSCLER;;1;-1;1
4777;264;2;CANETA ANGULO NX INTRA SR  DENTSCLER;;1;-1;1
4778;264;2;CANETA ALTA ROTAÇÃO TOP JET SPRAY TRIPLO;;1;-1;1
4779;264;2;AMALGAMADOR AUTOMÁTICO TIPO DOSADOR;;1;-1;1
4780;264;2;OLÉO LUBRIFICANTE P/ ALTA ROTAÇÃO;;1;-1;1
4781;264;2;OLÉO LUBRIFICANTE P/ BAIXA ROTAÇÃO;;1;-1;1
4782;154;1;SENSOR TEMPERATURA 4053;;1;-1;1
4783;154;1;CONJ FILTRO IE SISTEMA 5 X 201;;1;-1;1
4784;154;1;FILTRO DE AR ARL4147;;1;-1;1
4785;154;1;BENDIX PARTIDA 9001081066;;1;-1;1
4786;154;1;FLUIDO FREIO DOT3 500ML;;1;-1;1
4787;154;1;JUNTA CABEÇOTE 40.401SC;;1;-1;1
4788;154;1;VELA DE IGNIÇÃO;;1;-1;1
4789;154;1;PUXADOR INT CAPUZ 70280;;1;-1;1
4790;154;1;ÓLEO LUBRIF DX LUB 140;;1;-1;1
4791;154;1;OLÉO LUBRIF. CASTROL GTX 5 X 20W50;;1;-1;1
4792;246;1;ATAD CREPOM 12CM X 3M 9FIOS C/ 12 UND;;1;-1;1
4793;246;1;ATAD. CREPOM 15CM 9 FIOS C/ 12UNID;;1;-1;1
4794;246;1;ATAD. CREPOM 20CM 9 FIOS C/ 12 UNID;;1;-1;1
4795;246;1;SORO FISIOLOGICO 0,9% 500ML;;1;-1;1
4796;246;1;CABO DO ACELERADOR;;1;-1;1
4797;246;1;LAMEIRA DIANTEIRA;;1;-1;1
4798;246;1;BATERIA BRINDADA 5 AM;;1;-1;1
4799;246;1;PISCAS COMPLETOS;;1;-1;1
4800;266;1;LAMPADA INCANDESCENTE CLARA E27;;1;-1;1
4801;266;1;FITA ISOLANTE 19MM X 20M 3M;;1;-1;1
4802;266;1;LAMPADA ELTRÔNICA 25W 220V OSRAM;;1;-1;1
4803;266;1;RELÊ FOTOCELULA 220 TIDER;;1;-1;1
4804;266;1;CHAVE COMANDO GRUPO 2 VIAS 220V 60;;1;-1;1
4805;266;1;BASE P RELÊ 12/V TECLIN;;1;-1;1
4806;266;1;PORTA LAMPADA E27 COM RABICHO/LORENZETI;;1;-1;1
4807;266;1;BRAÇO PARA ILUMINAÇÃO PÚBLICA CLARÃO;;1;-1;1
4808;266;1;LÂMPADA VAPOR SÓDIO E 40 250 W 22O V;;1;-1;1
4809;266;1;LUMINÁRIA PÚBLICA LUMFORT;;1;-1;1
4810;266;1;REATOR VAPOR SÓDIO/METÁLICO AF250W EXT;;1;-1;1
4811;266;1;REATOR VAPOR SÓDIO/METALICA;;1;-1;1
4812;266;1;REATOR VAPOR SÓDIO/METALICO AF 250W INT;;1;-1;1
4813;140;1;BOLA DE COURO COSTURA MANDARIM;;1;-1;1
4814;254;1;MILHO DE MUNGUNZÁ;;1;-1;1
4815;254;1;AÇUCAR GRANULADO PCT C/ 1KG;;1;-1;1
4816;254;1;BATATA INGLESA 1 QUALIDADE;;1;-1;1
4817;254;1;BATATINHA 1 ª QUALIDADE;;1;-1;1
4818;254;1;EXTRATO DE TOMATE 270G;;1;-1;1
4819;254;1;MINGAU SABORES VARIADOS;;1;-1;1
4820;254;1;POLPA DE FRUTA GOSTO DE FRUTA;;1;-1;1
4821;254;1;CEBOLA BRANCA I NATURA;;1;-1;1
4822;254;1;CENOURA LISA IN NATURA;;1;-1;1
4823;254;1;CHUCHU IN NATURA;;1;-1;1
4824;254;1;COENTRO;;1;-1;1
4825;254;1;CLORIFICO EM PÓ 100G;;1;-1;1
4826;254;1;COMINHO EM PÓ 100G;;1;-1;1
4827;254;1;LEITE EM PÓ INTEGRAL;;1;-1;1
4828;254;1;MASSA P/ SOPA C/ 500G;;1;-1;1
4829;155;1;BORRACHA DE STRIVO;;1;-1;1
4830;155;1;ÓLEO MOBIL;;1;-1;1
4831;246;1;HIOSCINA+DIPIRONA AMP 5ML;;1;-1;1
4832;268;1;CILINDRO SUMMET HP 1200;;1;-1;1
4833;268;1;DRY INK HP UNIVERSAL C/ POL/ 50 GR;;1;-1;1
4834;154;1;INTERRUPTOR RADIADOR;;1;-1;1
4835;154;1;ÓLEO MOTOR HELIX SUPER;;1;-1;1
4836;154;1;RETENTOR VALV;;1;-1;1
4837;154;1;CORREIA DENT;;1;-1;1
4838;154;1;FILTRO PARTNER;;1;-1;1
4839;154;1;TUBO D'ÁGUA;;1;-1;1
4840;154;1;COLA LOCTIFE;;1;-1;1
4841;154;1;RADIADOR BERLINGO;;1;-1;1
4842;154;1;BONZINA MÓVEL;;1;-1;1
4843;154;1;PISTÃO;;1;-1;1
4844;154;1;ABRAÇADEIRA 13/19;;1;-1;1
4845;154;1;VELA IGN. PARTNER;;1;-1;1
4846;154;1;IG ANÉIS;;1;-1;1
4847;154;1;ITA CB;;1;-1;1
4848;154;1;ÓLEO LUBRIF DX LUB 140;;1;-1;1
4849;154;1;ÓLEO LUBRIFICANTE ATF TIPO A TOPMAX;;1;-1;1
4850;154;1;FLUIDO FREIO DOT4 500ML;;1;-1;1
4851;154;1;PAST FREIO RE6704;;1;-1;1
4852;154;1;PIVO PV12182;;1;-1;1
4853;154;1;SEMI EIXO COMPLETO952042HD LD;;1;-1;1
4854;154;1;ROLAMENTO DIANTEIRO F45920.2;;1;-1;1
4855;154;1;KIT ROLAMENTO TRASEIRO WBK 0002;;1;-1;1
4856;154;1;PRATO SUP AMORT. DIANTEIRO 03904;;1;-1;1
4857;154;1;SILICONE ALTA TEMPERATURA 494812;;1;-1;1
4858;154;1;TAMPA RESERVATÓRIO RADIADOR 10316;;1;-1;1
4859;154;1;GARFO EMBREAGEM 1100.483.000-3;;1;-1;1
4860;154;1;ROLAM SEMI EIXO F-122901.7;;1;-1;1
4861;154;1;ÓLEO LUBRIFICANTE 90;;1;-1;1
4862;154;1;CORR DISTRIBUIÇÃO 40850X27U;;1;-1;1
4863;154;1;BIEELA 04081;;1;-1;1
4864;154;1;BOMBA D'ÁGUA BD0967;;1;-1;1
4865;154;1;BIELETA 50103;;1;-1;1
4866;154;1;CAMARA VALV. TERM.;;1;-1;1
4867;154;1;KIT FEIXE MOLAS TRASEIRO 26201;;1;-1;1
4868;154;1;ROLAMENTO DIANTEIRO 567918CA;;1;-1;1
4869;154;1;PIVO D/E 120345;;1;-1;1
4870;154;1;TERMINAL DIREÇÃO 120302;;1;-1;1
4871;154;1;TERMINAL DIREÇÃO 120302;;1;-1;1
4872;154;1;KIT EST. INTERNO 07535;;1;-1;1
4873;154;1;BATENTE FEIXE MOLA TRASEIRO 05896;;1;-1;1
4874;154;1;AMORT. P. MALA 16136;;1;-1;1
4875;154;1;FILTRO DE COMBUSTÍVEL KL239;;1;-1;1
4876;154;1;BATENTE PORTA MALA 70005;;1;-1;1
4877;154;1;TAMPA ROD.;;1;-1;1
4878;154;1;SENSOR TEMP;;1;-1;1
4879;204;1;CALIBRAGEM COM SELO DO INMETRO;;1;-1;1
4880;206;1;BRAÇADEIRA ADULTO METAL NYLON PREMIUM;;1;-1;1
4881;206;16;PÊRA P/ APARELHO DE PRESSÃO MISSOURI;;1;-1;1
4882;206;16;VALVULA P/ APARELHO DE PRESSÃO;;1;-1;1
4883;154;1;CABO DA TDF;;1;-1;1
4884;154;1;CJ CABO DE AÇO DO FREIO;;1;-1;1
4885;154;1;CJ. ROLAM ESFERA EMBREAG 87345759;;1;-1;1
4886;154;1;COLAR DE AÇO LUVA EMBREAGEM;;1;-1;1
4887;154;1;LUVA FERRO EIXO EMB. PRINC;;1;-1;1
4888;154;1;EJETOR JACTO;;1;-1;1
4889;198;1;BOTA EM COURO;;1;-1;1
4890;198;1;FOCÃO;;1;-1;1
4891;198;1;FACÃO;;1;-1;1
4892;198;1;HERBICIDA C/ 1 LITRO;;1;-1;1
4893;198;1;BOTA BORRACHA BRANCA;;1;-1;1
4894;198;1;BOTA BRANCA CANO LONGO;;1;-1;1
4895;198;1;PAR DE LUVA PLAS;;1;-1;1
4896;198;1;BOTA BORRACHA PRETA C/ LONGO;;1;-1;1
4897;198;1;BOTA BORRACHA PRETA C/ CURTO;;1;-1;1
4898;140;1;BOLA SFERA VOLLEY-BOL;;1;-1;1
4899;140;1;BOLA SFERA HANDEBOL;;1;-1;1
4900;140;1;BOLA FUTSAL ATLETIC;;1;-1;1
4901;140;1;BOMBA P/ ENCHER BOLA;;1;-1;1
4902;140;1;CARTÃO P/ ÁRBITRO;;1;-1;1
4903;140;1;REDE FUTSAL FIO 04;;1;-1;1
4904;140;1;BALDE MASSAGISTA;;1;-1;1
4905;140;1;COLETE ONZA FECHADO;;1;-1;1
4906;268;1;CHIP SET LEXMARK E 120;;1;-1;1
4907;268;1;DRY INK LEX UN C/ POL. 100G;;1;-1;1
4908;268;1;TINTA LÍQUIDA PRETA 20 ML;0;1;-1;1
4909;273;1;MASSA ACRÍLICA HIDRACOR;;0;-1;0
4910;273;1;DELANIL AVELOS 18 L;;0;-1;0
4911;273;1;RIPA MASSARANDUBA 3,0;;0;-1;0
4912;273;1;CAIBRO MASSARSNDUBA;;0;-1;0
4913;273;1;DIALINE BRANCO NEVE;;1;-1;1
4914;273;1;EMENDA HP FORRO PVC;;1;-1;1
4915;273;1;ARREMATE PVC;;1;-1;1
4916;273;1;PREGO 1/2 2X13;;1;-1;1
4917;273;1;LIXA MASSA 100NORTON;;1;-1;1
4918;155;1;GARENAGEM CENTRAL;;1;-1;1
4919;263;1;PREDNISONA 20 CPR;;1;-1;1
4920;263;2;CARBAMAZEPINA SUSP;;1;-1;1
4921;263;2;CLORPROMAZINA 100MG;;1;-1;1
4922;263;2;AC. ACETILSALICILICO 100MG;;1;-1;1
4923;263;2;ERITROMICINA 500MG;;1;-1;1
4924;263;2;AMPICILINA 250MG 60ML;;1;-1;1
4925;263;2;SORO REIDRATANTE ENV;;1;-1;1
4926;263;2;PARACETAMOL 500MG;;1;-1;1
4927;263;2;BIPERIDENO 2MG CPR;;1;-1;1
4928;263;2;SALBUTAMOL AER. 100MG;;1;-1;1
4929;263;2;FENOBARBITAL 100MG;;1;-1;1
4930;263;2;PENIC. G. BENZ;;1;-1;1
4931;263;2;MICONAZOL 20MG;;1;-1;1
4932;263;2;METRONIDAZOL CRM VAG 50G;;1;-1;1
4933;263;2;SULFA+TRIMET SUSP 50ML;;1;-1;1
4934;263;2;PROPRANOLOL;;1;-1;1
4935;263;2;METFORMINA 850 MG;;1;-1;1
4936;263;2;METRONIDAZOL SUSP. 100ML;;1;-1;1
4937;263;2;METILDOPA 500MG CPR;0;1;-1;1
4938;263;2;DIPIRONA GTS 10ML;;1;-1;1
4939;263;2;DEXCLOFENIRAMINA XPE 100ML;;1;-1;1
4940;263;2;RANITIDINA 150MG CPR;;1;-1;1
4941;263;2;ATENOLOL 50MG CPR;;1;-1;1
4942;263;2;TETRACICLINA 500MG CPR;;1;-1;1
4943;263;2;PREDNISOLONA IMG/ML SOL. 100ML;;1;-1;1
4944;263;2;AZITROMICINA 500MG CPR;;1;-1;1
4945;263;2;AC. ACETILSALICILICO 100MG;;1;-1;1
4946;263;2;HID DE ALUMINIO+MAGNÉSIO 100 ML;;1;-1;1
4947;263;2;PARACETAMOL GOTAS 10 ML;;1;-1;1
4948;246;1;PENIC+PROCAINA;;1;-1;1
4949;246;1;BECLOMETASONA DIP PO SOL.;;1;-1;1
4950;246;1;HALOPERIDOL 2MG;;1;-1;1
4951;246;1;CLORPROMAZINA;;1;-1;1
4952;246;1;CARB. DE LITIO 300MG CPR;;1;-1;1
4953;246;1;AMPICILINA 500MG;;1;-1;1
4954;246;1;CEFALEXINA 500MG;;1;-1;1
4955;246;1;AMOXICILINA 500MG;;1;-1;1
4956;246;1;IBUPROFENO 600MG;;1;-1;1
4957;246;1;IBUPROFENO GOTAS 30ML;;1;-1;1
4958;246;1;CIPROFLOXACINO 500MG;;1;-1;1
4959;246;1;ATENOLOL 50 MG;;1;-1;1
4960;246;1;HIDROCLOROTIAZIDA 25 MG;;1;-1;1
4961;246;1;DIAZEPAN 10 MG;;1;-1;1
4962;246;1;METOCLOPRAMIDA GTS 10ML;;1;-1;1
4963;246;1;CIPROFLOXACINO 500MG;;1;-1;1
4964;246;1;GLIBENCLAMIDA 5MG;;1;-1;1
4965;246;1;FUROSEMIDA 40 MG;;1;-1;1
4966;246;1;ANLODIPINO 10 MG;;1;-1;1
4967;246;1;FENITOINA 100MG;;1;-1;1
4968;246;1;HALOPERIDOL 1 MG;;1;-1;1
4969;246;1;FITA PRE GLICEMIA;;1;-1;1
4970;246;1;SABÃO LÍQUIDO SUBS SABONETE ERVA DOCE;;1;-1;1
4971;246;1;FIOS DE NYLON Nº 03;;1;-1;1
4972;246;1;FIOS NYLON Nº 04;;1;-1;1
4973;246;1;FIOS DE NYLON Nº 05;;1;-1;1
4974;246;1;SORO GLICOFISIOLOGICO 500ML;;1;-1;1
4975;246;1;DESCARPACK SUBS CORRELATOS;;1;-1;1
4976;246;1;PAPEL TOLHA C 1000 FLS;;1;-1;1
4977;246;1;GERMERQUIL SUBS. DESIFETANTE;;1;-1;1
4978;246;1;PAPEL MADEIRA SUBS CORRELATOS;;1;-1;1
4979;246;1;TOLIA SUBS ALMOTOLIA;;1;-1;1
4980;246;1;COMPLEXO B AMP 2ML;;1;-1;1
4981;246;1;BULTILBROMETO DE ESCOPOLAMINA;;1;-1;1
4982;246;1;BR DE IPRATROPIO GTS 20 ML;;1;-1;1
4983;246;1;BR DE FENOTEROL SOL 20ML;;1;-1;1
4984;246;1;KOLLAGENASE POMADA SUBS;;1;-1;1
4985;246;1;ÁGUA P/ INJEÇÃO AMP. 10ML;;1;-1;1
4986;246;1;ETILEFRINA CLORIDATO;;1;-1;1
4987;246;1;ACIDO TRANEXAMICO 5ML;;1;-1;1
4988;246;1;SULFATO DE NEOMICINA POM 5MG;;1;-1;1
4989;246;1;FUROSEMIDA 20 MG/2ML INJ;;1;-1;1
4990;246;1;ROLINHO DE ALGODÃO C/ 100 UNID. SUBS;;1;-1;1
4991;246;1;ANESTESICO LIDOSTESIM 3% C / VASO C/50AP;;1;-1;1
4992;246;1;LIMALHA DE PRATA 30GR;;1;-1;1
4993;246;1;RESINA FOTOPOLIMERISAVEL COR A2 SUBS ODO;;1;-1;1
4994;246;1;CONDICIONADOR ACIDO SUBS ODONT;;1;-1;1
4995;246;1;RESINA FOTOPOLIMERISAVEL COR A3 SUBS;;1;-1;1
4996;246;1;MÉRCURIO VIVO SUBS MÉRCURIO;;1;-1;1
4997;246;1;MASCARA TRIPLAFACE C/ 50 UNID SUBS;;1;-1;1
4998;246;1;MOTOLIA SUBS ALMOTOLIA;;1;-1;1
4999;254;1;PACOTES DE MARGARINA;;1;-1;1
5000;254;1;PACOTES DE CAFÉ;;1;-1;1
5001;254;1;AÇUCAR;;1;-1;1
5002;254;1;PACOTE DE BISCOITO;;1;-1;1
5003;271;1;CADERNOS PEQUENOS;;1;-1;1
5004;271;1;LÁPIS;;1;-1;1
5005;271;1;CANETAS;;1;-1;1
5006;271;1;PAPEL OFICIO A4 C/500;;1;-1;1
5007;271;1;ALCOOL;;1;-1;1
5008;271;1;PACOTES DE GUARDANAPOS;;1;-1;1
5009;261;1;LUSTRA MÓVEIS;;1;-1;1
5010;261;1;FLANELAS;;1;-1;1
5011;261;1;BALDES;;1;-1;1
5012;261;1;PANO DE PRATO;;1;-1;1
5013;261;1;PANO DE CAFÉ;;1;-1;1
5014;261;1;RODO;;1;-1;1
5015;261;1;VASSOURA PIAÇAVA;;1;-1;1
5016;261;1;ÁGUA SANITÁRIA;;1;-1;1
5017;261;1;CERA LÍQUIDA;;1;-1;1
5018;261;1;DESINFETANTES;;1;-1;1
5019;261;1;ESPONJA PARA LAVA LOUÇA;;1;-1;1
5020;261;1;ESPONJA DE AÇO;;1;-1;1
5021;261;1;DETERGENTE;;1;-1;1
5022;261;1;SABONETE;;1;-1;1
5023;261;1;SABÃO EM PEDRA;;1;-1;1
5024;261;1;PACOTES DE SABÃO EM PÓ;;1;-1;1
5025;261;1;PANO DE CHÃO;;1;-1;1
5026;261;1;PACOTES DE PAPEL HIGIÊNICO;;1;-1;1
5027;271;1;AGULHA CROCHÊ;;1;-1;1
5028;271;1;AGULHA MÃO;;1;-1;1
5029;271;1;LINHA SANTA MARIA;;1;-1;1
5030;271;1;LINHA TRICHÊ;;1;-1;1
5031;271;1;TESOURA;;1;-1;1
5032;271;1;PINCEL Nº 06;;1;-1;1
5033;271;1;PINCEL Nº 08;;1;-1;1
5034;271;1;PINCEL Nº 10;;1;-1;1
5035;271;1;FIO 100G COR;;1;-1;1
5036;271;1;ETAMINE;;1;-1;1
5037;271;1;AGULHA BORDAR MÃO;;1;-1;1
5038;271;1;MEADAS;;1;-1;1
5039;253;1;PAPEL A4;;1;-1;1
5040;98;1;SACO DE LIXO 100 L;;1;-1;1
5041;276;1;FIO RIGIDO 10 4.0MM;;1;-1;1
5042;276;1;CENTRO DISTR EMB DE DISJ;;1;-1;1
5043;276;1;CONECTOR P/ HASTE;;1;-1;1
5044;276;1;HASTE COBRE 1/2 X 1,0;;1;-1;1
5045;276;1;FITA ISOLANTE ANT.;;1;-1;1
5046;276;1;DISJUNTOR ELETRO 1P 30A;;1;-1;1
5047;276;1;ELET CORRUGAÇO 3/4;;1;-1;1
5048;276;1;TOMADA UNIV. REDONDA;;1;-1;1
5049;276;1;TOMADA 2 POLOS T TERRA;;1;-1;1
5050;276;1;CAIXINHA LUZ 4X2;;1;-1;1
5051;276;1;ROLO ESPUMA  POLIEST;;1;-1;1
5052;276;1;DELANIL ACRIL LARANJA;;1;-1;1
5053;276;1;CADEADO PADO 450 MM;;1;-1;1
5054;276;1;CADEADO PADO 40 MM;;1;-1;1
5055;148;1;TROFÉU EM ACRÍLICO COM 2,4 MM DE ESPESSU;;1;-1;1
5056;148;2;MEDALHAS EM ACRILICO DE 4.0 MM ESPESSURA;;1;-1;1
5057;153;1;CORDÃO TORCIDO;;1;-1;1
5058;153;11;LANTERNA P/ CAMPING;;1;-1;1
5059;153;11;CABO PP 3X 1,50MM;;1;-1;1
5060;153;11;FIO RIGIDO 1,50MM;;1;-1;1
5061;153;11;PLUG FEMEA TRAMONTINA;;1;-1;1
5062;153;11;PLUG 2P 180 MAC 10A FAME;;1;-1;1
5063;153;11;LAMPADA ELET. COMPACTA;;1;-1;1
5064;275;1;LAMPADA M FL 26W 220V;;1;-1;1
5065;276;1;570873 LAMINA;;1;-1;1
5066;162;1;ANEL VEDAÇÃO;;1;-1;1
5067;204;1;BACIA CX ACOPLATA GELO;;1;-1;1
5068;58;1;PLACA MÃE PCWARE;;1;-1;1
5069;59;1;PROCESSADOR INTEL CELERON 430 18 775;;1;-1;1
5070;61;1;MEMORIA KINGSTON 1 GB 667 DDR2;;1;-1;1
5071;263;1;LIDOCAINA 2% 8/V 20 ML;;1;-1;1
5072;154;1;ALINHAMENTO DAS RODAS;;1;-1;1
5073;154;1;BALANCEAMENTO;;1;-1;1
5074;154;1;FILTRO OLEO MOTOR FIRE;;1;-1;1
5075;154;1;OLEO VS MAX;;1;-1;1
5076;273;1;MASSA ACRÍLICA 3,6 DELANIL;;1;-1;1
5077;273;1;ROLO DE ESPUMA 15 CM ALTAS;;1;-1;1
5078;273;1;DELANIL AVELOS 18L;;1;-1;1
5079;154;1;VIDRO LAT. FIXO L. D LINO 2P;;1;-1;1
5080;140;1;BOLAS PENALTY FUTCAMPO;;1;-1;1
5081;254;1;REFRIGERANTE DIET;;1;-1;1
5082;155;1;OLEO MOBIL SUPER HP SM 20 W/50 1 LIT;;1;-1;1
5083;155;1;PNEU 185/65 R14 P400 86T;;1;-1;1
5084;155;1;FLUIDO FREIO 500 ML DOT 3 BOSCH;;1;-1;1
5085;155;1;OLEO ESSO GEAR OIL GP 140 1 LIT;;1;-1;1
5086;155;1;SERV. APLICAÇÃO DE FUMÊ;0;1;-1;1
5087;155;1;SERV. BALANC RODAS ARO 15/16/17/18;;1;-1;1
5088;155;1;SERV. MACANICO;;1;-1;1
5089;155;1;OLEO P/ FREIOS 500ML DOT 4 2264300;;1;-1;1
5090;154;1;OLEO LUBRIF CASTROL GTX ALTA KM 25W60;;1;-1;1
5091;154;1;GUARNIÇÃO F. BOMBA COMBUSTIVEL 1451;;1;-1;1
5092;154;1;SILICONE INCOLOR 50 G;;1;-1;1
5093;154;1;OLEO LUBRIFI SHELL HELIX ALTA KM 25W 60;;1;-1;1
5094;227;1;BANDEJA RETANG CLASSIC;;1;-1;1
